src,IRI,placeMention,lat,long,placeName,type
-f,http://www.wikidata.org/entity/Q1787799,rue Saint-Honoré,2.3322222222222,48.864722222222,rue Saint-Honoré,street
-f,http://www.wikidata.org/entity/Q3450270,rue Vauvilliers,2.3433,48.8617,rue Vauvilliers,street
-f,http://www.wikidata.org/entity/Q913434,"les
Halles",2.3444444444444,48.862777777778,Les Halles,food market
-f,http://www.wikidata.org/entity/Q913434,Halles,2.3444444444444,48.862777777778,Les Halles,food market
-f,http://www.wikidata.org/entity/Q90,Paris,2.352222222222222,48.85666666666667,Paris,territorial collectivity of France with special status
-f,http://www.wikidata.org/entity/Q3452520,"rue du
Pont-Neuf",2.34381,48.8597,rue du Pont-Neuf,street
-f,http://www.wikidata.org/entity/Q3449570,rue Pirouette,2.34717,48.8618,rue Pirouette,street
-f,http://www.wikidata.org/entity/Q913434,les Halles,2.3444444444444,48.862777777778,Les Halles,food market
-f,http://www.wikidata.org/entity/Q3451106,rue Turbigo,2.35493,48.8652,rue de Turbigo,street
-f,http://www.wikidata.org/entity/Q90,Paris,2.352222222222222,48.85666666666667,Paris,territorial collectivity of France with special status
-f,http://www.wikidata.org/entity/Q913434,Halles,2.3444444444444,48.862777777778,Les Halles,food market
-f,http://www.wikidata.org/entity/Q3449570,"rue
Pirouette",2.34717,48.8618,rue Pirouette,street
-f,http://www.wikidata.org/entity/Q3449570,rue Pirouette,2.34717,48.8618,rue Pirouette,street
-f,http://www.wikidata.org/entity/Q3449673,rue Rambuteau,2.351447,48.861682,rue Rambuteau,street
-f,http://www.wikidata.org/entity/Q913434,Halles,2.3444444444444,48.862777777778,Les Halles,food market
-f,http://www.wikidata.org/entity/Q142,France,2,47,France,sovereign state
-f,http://www.wikidata.org/entity/Q3449673,rue Rambuteau,2.351447,48.861682,rue Rambuteau,street
-f,http://www.wikidata.org/entity/Q3449673,rue Rambuteau,2.351447,48.861682,rue Rambuteau,street
-f,http://www.wikidata.org/entity/Q3449570,rue Pirouette,2.34717,48.8618,rue Pirouette,street
-f,http://www.wikidata.org/entity/Q1338207,Saint-Eustache,2.345,48.863333333333,Church of Saint Eustache,church building
-f,http://www.wikidata.org/entity/Q3449570,rue Pirouette,2.34717,48.8618,rue Pirouette,street
-f,http://www.wikidata.org/entity/Q913434,Halles,2.3444444444444,48.862777777778,Les Halles,food market
-f,http://www.wikidata.org/entity/Q913434,Halles,2.3444444444444,48.862777777778,Les Halles,food market
-f,http://www.wikidata.org/entity/Q90,Paris,2.352222222222222,48.85666666666667,Paris,territorial collectivity of France with special status
-f,http://www.wikidata.org/entity/Q210229,le Vigan,3.6055555555556,43.992222222222,Le Vigan,commune of France
-f,http://www.wikidata.org/entity/Q12515,Gard,4.0816666666667,44.128055555556,Gard,department of France
-f,http://www.wikidata.org/entity/Q691278,Yvetot,0.75305555555556,49.616944444444,Yvetot,commune of France
-f,http://www.wikidata.org/entity/Q210229,Vigan,3.6055555555556,43.992222222222,Le Vigan,commune of France
-f,http://www.wikidata.org/entity/Q90,Paris,2.352222222222222,48.85666666666667,Paris,territorial collectivity of France with special status
-f,http://www.wikidata.org/entity/Q210229,Vigan,3.6055555555556,43.992222222222,Le Vigan,commune of France
-f,http://www.wikidata.org/entity/Q90,Paris,2.352222222222222,48.85666666666667,Paris,territorial collectivity of France with special status
-f,http://www.wikidata.org/entity/Q3449800,rue Royer-Collard,2.34193,48.8457,rue Royer-Collard,street
-f,http://www.wikidata.org/entity/Q1356926,rue Saint-Jacques,2.3433333333333,48.846666666667,rue Saint-Jacques,street
-f,http://www.wikidata.org/entity/Q3449800,rue Royer-Collard,2.34193,48.8457,rue Royer-Collard,street
-f,http://www.wikidata.org/entity/Q3451250,"rue de
l'Estrapade",2.34684,48.8447,rue de l'Estrapade,street
-f,http://www.wikidata.org/entity/Q1356926,rue Saint-Jacques,2.3433333333333,48.846666666667,rue Saint-Jacques,street
-f,http://www.wikidata.org/entity/Q3449800,rue Royer-Collard,2.34193,48.8457,rue Royer-Collard,street
-f,http://www.wikidata.org/entity/Q90,Paris,2.352222222222222,48.85666666666667,Paris,territorial collectivity of France with special status
-f,http://www.wikidata.org/entity/Q3449570,rue Pirouette,2.34717,48.8618,rue Pirouette,street
-f,http://www.wikidata.org/entity/Q913434,Halles,2.3444444444444,48.862777777778,Les Halles,food market
-f,http://www.wikidata.org/entity/Q1356926,"rue
Saint-Jacques",2.3433333333333,48.846666666667,rue Saint-Jacques,street
-f,http://www.wikidata.org/entity/Q13402,barrière d'Italie,2.35556,48.83142,Barrière d'Italie,tollbooth
-f,http://www.wikidata.org/entity/Q2112543,quartier Mouffetard,2.349722,48.841944,rue Mouffetard,street
-f,http://www.wikidata.org/entity/Q90,Paris,2.352222222222222,48.85666666666667,Paris,territorial collectivity of France with special status
-f,http://www.wikidata.org/entity/Q3078143,casemate de Bicêtre,2.35498,48.80558,Fort de Bicêtre,fort
-f,http://www.wikidata.org/entity/Q746647,cimetière Montmartre,2.3302777777778,48.887777777778,Montmartre Cemetery,cemetery
-f,http://www.wikidata.org/entity/Q3449800,rue Royer-Collard,2.34193,48.8457,rue Royer-Collard,street
-f,http://www.wikidata.org/entity/Q15217751,Bicêtre,2.3561111111111113,48.81,Bicêtre Hospital,hospital
-f,http://www.wikidata.org/entity/Q44401,Cayenne,-52.335,4.9386111111111,Cayenne,commune of France
-f,http://www.wikidata.org/entity/Q3449800,rue Royer-Collard,2.34193,48.8457,rue Royer-Collard,street
-f,http://www.wikidata.org/entity/Q3447583,rue Cuvier,2.35798,48.8453,rue Cuvier,street
-f,http://www.wikidata.org/entity/Q730948,Jardin des Plantes,2.3597222222222,48.843888888889,Jardin des plantes,botanical garden
-f,http://www.wikidata.org/entity/Q3391723,Plassans,-,-,Plassans,fictional city
-f,http://www.wikidata.org/entity/Q3447583,rue Cuvier,2.35798,48.8453,rue Cuvier,street
-f,http://www.wikidata.org/entity/Q3449570,rue Pirouette,2.34717,48.8618,rue Pirouette,street
-f,http://www.wikidata.org/entity/Q3391723,Plassans,-,-,Plassans,fictional city
